Date,Open,Close,RATE
12/19/90,2625.98999,2626.72998,#VALUE!
12/20/90,2600,2629.459961,0.001039308
12/21/90,2654.949951,2633.659912,0.001597268
12/24/90,2629.449951,2621.290039,-0.004696838
12/26/90,2624.5,2637.129883,0.006042767
12/27/90,2637.620117,2625.5,-0.004410053
12/28/90,2622.27002,2629.209961,0.001413049
12/31/90,2627.969971,2633.659912,0.001692505
01/02/91,2627.22998,2610.639893,-0.008740695
01/03/91,2611.629883,2573.51001,-0.014222522
01/04/91,2574.25,2566.090088,-0.002883191
01/07/91,2542.820068,2522.77002,-0.016881741
01/08/91,2525.48999,2509.409912,-0.005295809
01/09/91,2531.189941,2470.300049,-0.015585283
01/10/91,2488.120117,2498.76001,0.011520852
01/11/91,2494.060059,2501.48999,0.001092534
01/14/91,2464.600098,2483.909912,-0.007027843
01/15/91,2485.639893,2490.590088,0.002689379
01/16/91,2487.129883,2508.909912,0.007355616
01/17/91,2601.72998,2623.51001,0.045677247
01/18/91,2611.139893,2646.780029,0.008869804
01/21/91,2618.810059,2629.209961,-0.00663828
01/22/91,2616.830078,2603.219971,-0.009885095
01/23/91,2604.699951,2619.060059,0.006084806
01/24/91,2627.719971,2643.070068,0.009167414
01/25/91,2645.050049,2659.409912,0.006182146
01/28/91,2657.419922,2654.459961,-0.001861297
01/29/91,2648.51001,2662.620117,0.00307413
01/30/91,2663.610107,2713.120117,0.01896628
01/31/91,2706.189941,2736.389893,0.008576758
02/01/91,2735.389893,2730.689941,-0.002083019
02/04/91,2732.669922,2772.280029,0.015230615
02/05/91,2769.550049,2788.370117,0.005803919
02/06/91,2773.51001,2830.939941,0.01526692
02/07/91,2831.679932,2810.639893,-0.00717078
02/08/91,2804.699951,2830.689941,0.007133624
02/11/91,2833.659912,2902.22998,0.025273004
02/12/91,2872.27002,2874.75,-0.009468574
02/13/91,2867.570068,2909.159912,0.011969706
02/14/91,2914.850098,2877.22998,-0.010975654
02/15/91,2881.679932,2934.649902,0.019956667
02/19/91,2924.75,2932.179932,-0.000841657
02/20/91,2909.159912,2899.01001,-0.011312376
02/21/91,2897.030029,2891.830078,-0.002476684
02/22/91,2887.870117,2889.360107,-0.00085412
02/25/91,2925.48999,2887.870117,-0.000515682
02/26/91,2866.830078,2864.600098,-0.008057848
02/27/91,2868.070068,2889.110107,0.008556171
02/28/91,2910.639893,2882.179932,-0.002398723
03/01/91,2859.649902,2909.899902,0.00961771
03/04/91,2924.5,2914.110107,0.001446856
03/05/91,2925.48999,2972.52002,0.020043825
03/06/91,3003.209961,2973.27002,0.000252311
03/07/91,2970.540039,2963.370117,-0.003329635
03/08/91,2972.77002,2955.199951,-0.002757052
03/11/91,2952.969971,2939.360107,-0.005359991
03/12/91,2935.149902,2922.52002,-0.005729168
03/13/91,2923.51001,2955.199951,0.011182107
03/14/91,2965.340088,2952.22998,-0.001004998
03/15/91,2957.669922,2948.27002,-0.001341345
03/18/91,2927.719971,2929.949951,-0.006213837
03/19/91,2881.429932,2867.820068,-0.0212051
03/20/91,2862.129883,2872.030029,0.001468
03/21/91,2890.590088,2855.449951,-0.005772947
