Date,Open,Close,RATE
1991/2/28,133.009995,133.009995,-0.003446512
1991/3/1,132.529999,132.529999,-0.003608721
1991/3/4,131.990005,131.990005,-0.004074504
1991/3/5,131.460007,131.460007,-0.00401544
1991/3/6,130.940002,130.940002,-0.003955614
1991/3/7,130.410004,130.410004,-0.00404764
1991/3/8,129.889999,129.889999,-0.003987462
1991/3/11,129.309998,129.309998,-0.004465325
1991/3/12,128.770004,128.770004,-0.004175965
1991/3/13,126.150002,126.150002,-0.020346369
1991/3/14,125.629997,125.629997,-0.004122116
1991/3/15,125.169998,125.169998,-0.003661538
1991/3/18,124.709999,124.709999,-0.003674994
1991/3/19,124.220001,124.220001,-0.0039291
1991/3/20,123.660004,123.660004,-0.004508107
1991/3/21,123.120003,123.120003,-0.00436682
1991/3/22,122.620003,122.620003,-0.004061079
1991/3/25,122.120003,122.120003,-0.004077638
1991/3/26,121.620003,121.620003,-0.004094333
1991/3/27,121.120003,121.120003,-0.004111166
1991/3/28,120.610001,120.610001,-0.004210717
1991/3/29,120.190002,120.190002,-0.00348229
1991/4/1,120.730003,120.730003,0.004492895
1991/4/2,121.209999,121.209999,0.003975781
1991/4/3,121.709999,121.709999,0.004125072
1991/4/4,121.720001,121.720001,8.22E-05
1991/4/5,121.540001,121.540001,-0.001478804
1991/4/8,121.089996,121.089996,-0.003702526
1991/4/9,120.620003,120.620003,-0.003881353
1991/4/10,120.160004,120.160004,-0.003813621
1991/4/11,119.639999,119.639999,-0.004327605
1991/4/12,119.209999,119.209999,-0.003594116
1991/4/15,118.769997,118.769997,-0.003690982
1991/4/16,118.339996,118.339996,-0.003620451
1991/4/17,117.900002,117.900002,-0.00371805
1991/4/18,117.449997,117.449997,-0.003816836
1991/4/19,117.080002,117.080002,-0.003150234
1991/4/22,116.629997,116.629997,-0.003843568
1991/4/23,116.190002,116.190002,-0.003772571
1991/4/24,115.790001,115.790001,-0.003442646
1991/4/25,115.360001,115.360001,-0.003713619
1991/4/26,115.559998,115.559998,0.001733677
1991/4/29,114.75,114.75,-0.007009329
1991/4/30,113.940002,113.940002,-0.007058806
1991/5/1,null,null,#VALUE!
1991/5/2,113.160004,113.160004,#VALUE!
1991/5/3,112.410004,112.410004,-0.006627783
1991/5/6,111.610001,111.610001,-0.007116831
1991/5/7,110.82,110.82,-0.007078228
1991/5/8,110.029999,110.029999,-0.007128686
1991/5/9,109.290001,109.290001,-0.00672542
1991/5/10,108.529999,108.529999,-0.006953994
1991/5/13,107.839996,107.839996,-0.006357717
1991/5/14,107.190002,107.190002,-0.006027393
1991/5/15,106.57,106.57,-0.00578414
1991/5/16,105.769997,105.769997,-0.007506831
1991/5/17,106.75,106.75,0.009265416
1991/5/20,107.82,107.82,0.010023419
1991/5/21,108.809998,108.809998,0.009181951
1991/5/22,108.25,108.25,-0.005146568
1991/5/23,109.080002,109.080002,0.007667455
1991/5/24,110.080002,110.080002,0.009167583
1991/5/27,110.660004,110.660004,0.005268913
1991/5/28,111.68,111.68,0.009217386
1991/5/29,112.75,112.75,0.009580946
1991/5/30,113.82,113.82,0.009490022
1991/5/31,114.830002,114.830002,0.008873678
1991/6/3,115.970001,115.970001,0.00992771
1991/6/4,117.120003,117.120003,0.009916375
1991/6/5,118.169998,118.169998,0.008965121
1991/6/6,119.349998,119.349998,0.009985614
1991/6/7,120.470001,120.470001,0.00938419
1991/6/10,121.669998,121.669998,0.009960961
1991/6/11,122.889999,122.889999,0.010027131
1991/6/12,124.110001,124.110001,0.009927594
1991/6/13,125.339996,125.339996,0.009910523
1991/6/14,124.529999,124.529999,-0.006462398
1991/6/17,125.769997,125.769997,0.009957424
1991/6/18,127.029999,127.029999,0.010018303
1991/6/19,128.289993,128.289993,0.00991887
1991/6/20,129.570007,129.570007,0.009977505
1991/6/21,130.860001,130.860001,0.009955961
1991/6/24,132.169998,132.169998,0.010010675
1991/6/25,133.490005,133.490005,0.009987191
1991/6/26,134.830002,134.830002,0.010038182
1991/6/27,136.190002,136.190002,0.010086776
1991/6/28,137.559998,137.559998,0.010059446
1991/7/1,136.850006,136.850006,-0.005161326
1991/7/2,135.960007,135.960007,-0.006503463
1991/7/3,135.270004,135.270004,-0.005075044
1991/7/4,136.630005,136.630005,0.010053973
1991/7/5,135.960007,135.960007,-0.00490374
1991/7/8,135.279999,135.279999,-0.00500153
1991/7/9,134.639999,134.639999,-0.004730928
1991/7/10,133.990005,133.990005,-0.004827644
1991/7/11,133.380005,133.380005,-0.004552578
1991/7/12,132.800003,132.800003,-0.004348493
1991/7/15,133.139999,133.139999,0.002560211
1991/7/16,134.470001,134.470001,0.0099895
1991/7/17,135.809998,135.809998,0.009965026
1991/7/18,137.169998,137.169998,0.01001399
1991/7/19,136.699997,136.699997,-0.003426413
1991/7/22,138.070007,138.070007,0.010022019
1991/7/23,139.389999,139.389999,0.00956031
1991/7/24,140.679993,140.679993,0.009254566
1991/7/25,140.190002,140.190002,-0.003483018
1991/7/26,140.660004,140.660004,0.003352607
1991/7/29,141.520004,141.520004,0.006114034
1991/7/30,142.389999,142.389999,0.006147505
1991/7/31,143.800003,143.800003,0.009902409
1991/8/1,145.240005,145.240005,0.010013922
1991/8/2,146.679993,146.679993,0.009914541
1991/8/5,148.149994,148.149994,0.010021823
1991/8/6,149.619995,149.619995,0.009922383
1991/8/7,151.119995,151.119995,0.010025398
1991/8/8,152.610001,152.610001,0.009859754
1991/8/9,154.100006,154.100006,0.009763482
1991/8/12,155.539993,155.539993,0.009344497
1991/8/13,157.070007,157.070007,0.009836788
1991/8/14,158.630005,158.630005,0.009931864
1991/8/15,160.210007,160.210007,0.009960297
1991/8/16,161.600006,161.600006,0.008676106
1991/8/19,163.210007,163.210007,0.009962877
1991/8/20,164.839996,164.839996,0.009987065
1991/8/21,166.490005,166.490005,0.010009761
1991/8/22,168.160004,168.160004,0.010030626
1991/8/23,169.809998,169.809998,0.009812048
1991/8/26,171.509995,171.509995,0.010011171
1991/8/27,173.190002,173.190002,0.009795388
1991/8/28,174.919998,174.919998,0.009989006
1991/8/29,176.660004,176.660004,0.009947439
1991/8/30,178.429993,178.429993,0.010019184
1991/9/2,180.220001,180.220001,0.010031991
1991/9/3,181.970001,181.970001,0.009710354
1991/9/4,183.690002,183.690002,0.009452113
1991/9/5,185.509995,185.509995,0.009907959
1991/9/6,187.360001,187.360001,0.009972541
1991/9/9,189.240005,189.240005,0.01003418
1991/9/10,188.330002,188.330002,-0.004808724
1991/9/11,187.220001,187.220001,-0.005893915
1991/9/12,186.220001,186.220001,-0.00534131
1991/9/13,187.789993,187.789993,0.008430845
1991/9/16,189.660004,189.660004,0.009957991
1991/9/17,188.649994,188.649994,-0.005325372
1991/9/18,187.630005,187.630005,-0.00540678
1991/9/19,186.880005,186.880005,-0.003997228
1991/9/20,185.919998,185.919998,-0.005137024
1991/9/23,185,185,-0.004948354
1991/9/24,184.080002,184.080002,-0.004972962
1991/9/25,183.190002,183.190002,-0.004834854
1991/9/26,182.330002,182.330002,-0.004694579
1991/9/27,181.820007,181.820007,-0.002797099
1991/9/30,180.919998,180.919998,-0.00495
1991/10/1,null,null,#VALUE!
1991/10/2,null,null,#VALUE!
1991/10/3,182.479996,182.479996,#VALUE!
1991/10/4,184.289993,184.289993,0.009918879
1991/10/7,186,186,0.009278892
1991/10/8,187.490005,187.490005,0.00801078
1991/10/9,189.119995,189.119995,0.008693743
1991/10/10,191.009995,191.009995,0.009993655
1991/10/11,192.850006,192.850006,0.009633061
1991/10/14,194.669998,194.669998,0.009437345
1991/10/15,196.610001,196.610001,0.009965598
1991/10/16,198.570007,198.570007,0.009969005
1991/10/17,200.509995,200.509995,0.009769794
1991/10/18,202.509995,202.509995,0.009974565
1991/10/21,204.529999,204.529999,0.009974836
1991/10/22,206.529999,206.529999,0.009778517
1991/10/23,208.25,208.25,0.008328093
1991/10/24,210.070007,210.070007,0.008739529
1991/10/25,211.860001,211.860001,0.00852094
1991/10/28,213.979996,213.979996,0.010006584
1991/10/29,215.779999,215.779999,0.008412015
1991/10/30,216.429993,216.429993,0.0030123
1991/10/31,218.600006,218.600006,0.010026397
1991/11/1,220.720001,220.720001,0.009698056
1991/11/4,222.770004,222.770004,0.009287799
1991/11/5,224.649994,224.649994,0.008439152
1991/11/6,226.880005,226.880005,0.009926602
1991/11/7,228.929993,228.929993,0.00903556
1991/11/8,231.220001,231.220001,0.010003093
1991/11/11,233.550003,233.550003,0.010076992
1991/11/12,235.800003,235.800003,0.009633911
1991/11/13,236.669998,236.669998,0.003689546
1991/11/14,237.449997,237.449997,0.003295724
1991/11/15,238.25,238.25,0.003369143
1991/11/18,240.619995,240.619995,0.009947513
1991/11/19,242.240005,242.240005,0.006732649
1991/11/20,244.5,244.5,0.00932957
1991/11/21,246.309998,246.309998,0.007402855
1991/11/22,248.529999,248.529999,0.009013036
1991/11/25,250.850006,250.850006,0.009334917
1991/11/26,252.970001,252.970001,0.008451246
1991/11/27,255.449997,255.449997,0.009803518
1991/11/28,257.350006,257.350006,0.00743789
1991/11/29,259.600006,259.600006,0.008742957
1991/12/2,262.190002,262.190002,0.009976872
1991/12/3,264.809998,264.809998,0.009992738
1991/12/4,265.769989,265.769989,0.003625207
1991/12/5,266.660004,266.660004,0.003348817
1991/12/6,269.350006,269.350006,0.01008776
1991/12/9,270.269989,270.269989,0.003415567
1991/12/10,272.910004,272.910004,0.009768066
1991/12/11,273.709991,273.709991,0.002931322
1991/12/12,274.410004,274.410004,0.002557499
1991/12/13,277,277,0.009438417
1991/12/16,277.850006,277.850006,0.003068614
1991/12/17,278.679993,278.679993,0.002987176
1991/12/18,279.51001,279.51001,0.002978387
1991/12/19,280.170013,280.170013,0.002361286
1991/12/20,282.829987,282.829987,0.009494142
1991/12/23,285.649994,285.649994,0.009970679
1991/12/24,286.220001,286.220001,0.001995474
1991/12/25,287.149994,287.149994,0.003249224
1991/12/26,288.029999,288.029999,0.003064618
1991/12/27,290.850006,290.850006,0.009790671
1991/12/30,291.709991,291.709991,0.002956799
1991/12/31,292.75,292.75,0.003565216
1992/1/1,null,null,#VALUE!
1992/1/2,293.75,293.75,#VALUE!
1992/1/3,296.519989,296.519989,0.00942975
1992/1/6,297.679993,297.679993,0.00391206
1992/1/7,298.769989,298.769989,0.003661637
1992/1/8,299.660004,299.660004,0.00297893
1992/1/9,300.619995,300.619995,0.003203601
1992/1/10,301.829987,301.829987,0.004024988
1992/1/13,303.059998,303.059998,0.004075178
1992/1/14,305.73999,305.73999,0.008843107
1992/1/15,306.630005,306.630005,0.002911019
1992/1/16,306.850006,306.850006,0.00071748
1992/1/17,307.380005,307.380005,0.001727225
1992/1/20,307.390015,307.390015,3.26E-05
1992/1/21,307.869995,307.869995,0.001561469
1992/1/22,307.950012,307.950012,0.000259905
1992/1/23,308.529999,308.529999,0.00188338
1992/1/24,309.049988,309.049988,0.001685376
1992/1/27,311.609985,311.609985,0.00828344
1992/1/28,311.839996,311.839996,0.000738137
1992/1/29,312.420013,312.420013,0.001859983
1992/1/30,312.730011,312.730011,0.000992248
1992/1/31,313.23999,313.23999,0.001630733
1992/2/3,314.179993,314.179993,0.003000904
1992/2/4,null,null,#VALUE!
1992/2/5,null,null,#VALUE!
1992/2/6,null,null,#VALUE!
1992/2/7,314.720001,314.720001,#VALUE!
1992/2/10,315.559998,315.559998,0.00266903
1992/2/11,316.429993,316.429993,0.002756988
1992/2/12,316.440002,316.440002,3.16E-05
1992/2/13,317.040009,317.040009,0.001896116
1992/2/14,319.679993,319.679993,0.008326974
1992/2/17,319.769989,319.769989,0.000281519
1992/2/18,337.109985,337.109985,0.054226465
1992/2/19,342.410004,342.410004,0.015721928
1992/2/20,347.98999,347.98999,0.016296212
1992/2/21,359.589996,359.589996,0.033334309
1992/2/24,360.5,360.5,0.002530671
1992/2/25,360.369995,360.369995,-0.000360624
1992/2/26,360.100006,360.100006,-0.000749199
1992/2/27,362.450012,362.450012,0.006525982
1992/2/28,364.660004,364.660004,0.00609737
1992/3/2,365.390015,365.390015,0.002001895
1992/3/3,367,367,0.00440621
1992/3/4,368.320007,368.320007,0.003596749
1992/3/5,369.76001,369.76001,0.003909652
1992/3/6,371.76001,371.76001,0.005408914
1992/3/9,373.529999,373.529999,0.004761106
1992/3/10,375.230011,375.230011,0.004551206
1992/3/11,376.140015,376.140015,0.00242519
1992/3/12,376.920013,376.920013,0.002073691
1992/3/13,376.380005,376.380005,-0.001432686
1992/3/16,377.049988,377.049988,0.001780071
1992/3/17,377.48999,377.48999,0.001166959
1992/3/18,377.660004,377.660004,0.00045038
1992/3/19,377.309998,377.309998,-0.000926775
1992/3/20,377.98999,377.98999,0.00180221
1992/3/23,378.890015,378.890015,0.002381082
1992/3/24,378.690002,378.690002,-0.000527892
1992/3/25,378.119995,378.119995,-0.001505207
1992/3/26,379.130005,379.130005,0.002671136
1992/3/27,380.769989,380.769989,0.004325651
1992/3/30,381.440002,381.440002,0.001759627
1992/3/31,381.23999,381.23999,-0.00052436
1992/4/1,381.01001,381.01001,-0.000603242
1992/4/2,381.119995,381.119995,0.000288667
1992/4/3,381.329987,381.329987,0.000550987
1992/4/6,381.470001,381.470001,0.000367173
1992/4/7,381.929993,381.929993,0.001205841
1992/4/8,382.429993,382.429993,0.00130914
1992/4/9,381.649994,381.649994,-0.002039586
1992/4/10,382.029999,382.029999,0.00099569
1992/4/13,391.109985,391.109985,0.02376773
1992/4/14,400.609985,400.609985,0.024289843
1992/4/15,406.720001,406.720001,0.015251782
1992/4/16,410.549988,410.549988,0.009416766
1992/4/17,414.420013,414.420013,0.00942644
1992/4/20,413.850006,413.850006,-0.001375433
1992/4/21,410.059998,410.059998,-0.009157927
1992/4/22,399.880005,399.880005,-0.024825618
1992/4/23,407.25,407.25,0.018430516
1992/4/24,414.399994,414.399994,0.017556769
1992/4/27,424.579987,424.579987,0.024565621
1992/4/28,436.089996,436.089996,0.027109165
1992/4/29,444.160004,444.160004,0.018505373
1992/4/30,445.380005,445.380005,0.00274676
1992/5/1,null,null,#VALUE!
1992/5/4,453.619995,453.619995,#VALUE!
1992/5/5,449.209991,449.209991,-0.009721802
1992/5/6,449.959991,449.959991,0.001669598
1992/5/7,454.649994,454.649994,0.010423156
1992/5/8,468.109985,468.109985,0.029605171
1992/5/11,491.5,491.5,0.049966922
1992/5/12,506.529999,506.529999,0.030579856
1992/5/13,514.039978,514.039978,0.014826326
1992/5/14,523.359985,523.359985,0.018130899
1992/5/15,544.349976,544.349976,0.040106221
1992/5/18,571.820007,571.820007,0.050463915
1992/5/19,598.109985,598.109985,0.045975967
1992/5/20,616.98999,616.98999,0.031566109
1992/5/21,1266.48999,1266.48999,1.052691309
1992/5/22,1339.98999,1339.98999,0.058034411
1992/5/25,1421.569946,1421.569946,0.060881019
1992/5/26,1301.349976,1301.349976,-0.084568452
1992/5/27,1193.170044,1193.170044,-0.083129008
1992/5/28,1160.170044,1160.170044,-0.027657416
1992/5/29,1234.709961,1234.709961,0.064249131
1992/6/1,1183.23999,1183.23999,-0.04168588
1992/6/2,1141.02002,1141.02002,-0.035681663
1992/6/3,1059.069946,1059.069946,-0.071821767
1992/6/4,1104.459961,1104.459961,0.042858373
1992/6/5,1105.76001,1105.76001,0.00117709
1992/6/8,1093.459961,1093.459961,-0.011123615
1992/6/9,1126.619995,1126.619995,0.030325787
1992/6/10,1187.02002,1187.02002,0.05361171
1992/6/11,1178.300049,1178.300049,-0.007346103
1992/6/12,1171.709961,1171.709961,-0.005592878
1992/6/15,1171.849976,1171.849976,0.000119496
1992/6/16,1166.699951,1166.699951,-0.004394782
1992/6/17,1169.569946,1169.569946,0.002459926
1992/6/18,1168.430054,1168.430054,-0.000974625
1992/6/19,1171.939941,1171.939941,0.003003934
1992/6/22,1169.900024,1169.900024,-0.001740633
1992/6/23,1158.170044,1158.170044,-0.010026481
1992/6/24,1151.060059,1151.060059,-0.006138982
1992/6/25,1160.22998,1160.22998,0.007966501
1992/6/26,1164.670044,1164.670044,0.003826883
1992/6/29,1169.51001,1169.51001,0.004155654
1992/6/30,1191.189941,1191.189941,0.018537619
1992/7/1,1194.180054,1194.180054,0.00251019
1992/7/2,1187.47998,1187.47998,-0.005610606
1992/7/3,1189.160034,1189.160034,0.001414806
1992/7/6,1201.01001,1201.01001,0.009964997
1992/7/7,1206.459961,1206.459961,0.004537806
1992/7/8,1185.5,1185.5,-0.017373109
1992/7/9,1178.530029,1178.530029,-0.005879351
1992/7/10,1188.619995,1188.619995,0.008561484
1992/7/13,1136.329956,1136.329956,-0.043992226
1992/7/14,1114.050049,1114.050049,-0.019606899
1992/7/15,1107.689941,1107.689941,-0.005708997
1992/7/16,1124.640015,1124.640015,0.015302183
1992/7/17,1125.560059,1125.560059,0.000818079
1992/7/20,1098.819946,1098.819946,-0.023757162
1992/7/21,1082.390015,1082.390015,-0.014952341
1992/7/22,1035.660034,1035.660034,-0.04317296
1992/7/23,1014.570007,1014.570007,-0.020363851
1992/7/24,1142.02002,1142.02002,0.125619733
1992/7/27,1149.329956,1149.329956,0.006400883
1992/7/28,1105.949951,1105.949951,-0.037743735
1992/7/29,1087.119995,1087.119995,-0.017026047
1992/7/30,1057.400024,1057.400024,-0.027338262
1992/7/31,1052.069946,1052.069946,-0.005040739
1992/8/3,1031.550049,1031.550049,-0.019504309
1992/8/4,1035.630005,1035.630005,0.00395517
1992/8/5,1012.549988,1012.549988,-0.022285968
1992/8/6,1002.169983,1002.169983,-0.010251351
1992/8/7,1005.22998,1005.22998,0.003053371
1992/8/10,964.090027,964.090027,-0.040925911
1992/8/11,863.409973,863.409973,-0.104430137
1992/8/12,781.210022,781.210022,-0.095203847
1992/8/13,850.940002,850.940002,0.089258942
1992/8/14,858.380005,858.380005,0.008743276
1992/8/17,939.460022,939.460022,0.09445702
1992/8/18,933.440002,933.440002,-0.006407958
1992/8/19,939.51001,939.51001,0.006502837
1992/8/20,932.320007,932.320007,-0.007652929
1992/8/21,916.25,916.25,-0.017236579
1992/8/24,884.099976,884.099976,-0.035088703
1992/8/25,849.570007,849.570007,-0.039056634
1992/8/26,877.25,877.25,0.03258118
1992/8/27,863.77002,863.77002,-0.015366178
1992/8/28,848.200012,848.200012,-0.018025641
1992/8/31,823.27002,823.27002,-0.029391643
1992/9/1,824.960022,824.960022,0.002052792
1992/9/2,787.669983,787.669983,-0.045202238
1992/9/3,764.109985,764.109985,-0.029911001
1992/9/4,753.580017,753.580017,-0.013780697
1992/9/7,702.830017,702.830017,-0.067345204
1992/9/8,640.119995,640.119995,-0.08922502
1992/9/9,635.73999,635.73999,-0.006842475
1992/9/10,692.780029,692.780029,0.089722276
1992/9/11,776.289978,776.289978,0.12054324
1992/9/14,734.97998,734.97998,-0.053214648
1992/9/15,738.159973,738.159973,0.004326639
1992/9/16,769.039978,769.039978,0.041833757
1992/9/17,761.719971,761.719971,-0.00951837
1992/9/18,754.400024,754.400024,-0.009609761
1992/9/21,733.440002,733.440002,-0.027783697
1992/9/22,722.700012,722.700012,-0.014643311
1992/9/23,712.369995,712.369995,-0.014293644
1992/9/24,730.570007,730.570007,0.025548538
1992/9/25,729.789978,729.789978,-0.001067699
1992/9/28,724.700012,724.700012,-0.006974563
1992/9/29,710.630005,710.630005,-0.01941494
1992/9/30,702.320007,702.320007,-0.011693846
1992/10/1,702.320007,702.320007,0
1992/10/2,702.320007,702.320007,0
1992/10/5,679.619995,679.619995,-0.032321466
1992/10/6,674.23999,674.23999,-0.007916196
1992/10/7,665.26001,665.26001,-0.01331867
1992/10/8,643.690002,643.690002,-0.032423425
1992/10/9,660.289978,660.289978,0.025788774
1992/10/12,690.570007,690.570007,0.045858683
1992/10/13,673.98999,673.98999,-0.024009176
1992/10/14,663.75,663.75,-0.015193089
1992/10/15,663.530029,663.530029,-0.000331406
1992/10/16,664.75,664.75,0.001838607
1992/10/19,632.400024,632.400024,-0.048664876
1992/10/20,616.289978,616.289978,-0.025474455
1992/10/21,585.700012,585.700012,-0.04963567
1992/10/22,539.799988,539.799988,-0.078367804
1992/10/23,559.72998,559.72998,0.036921068
1992/10/26,506.940002,506.940002,-0.094313294
1992/10/27,450.279999,450.279999,-0.111768657
1992/10/28,463.209991,463.209991,0.028715448
1992/10/29,484.25,484.25,0.045422183
1992/10/30,507.25,507.25,0.047496128
1992/11/2,477.609985,477.609985,-0.058432755
1992/11/3,479.809998,479.809998,0.004606296
1992/11/4,469.899994,469.899994,-0.020654017
1992/11/5,462.630005,462.630005,-0.015471354
1992/11/6,457.049988,457.049988,-0.012061511
1992/11/9,428.609985,428.609985,-0.062225148
1992/11/10,400.529999,400.529999,-0.065514073
1992/11/11,410.160004,410.160004,0.024043155
1992/11/12,415.790009,415.790009,0.013726363
1992/11/13,414.089996,414.089996,-0.004088634
1992/11/16,399.320007,399.320007,-0.035668548
1992/11/17,393.519989,393.519989,-0.014524737
1992/11/18,407.609985,407.609985,0.035805033
1992/11/19,398.950012,398.950012,-0.021245733
1992/11/20,401.440002,401.440002,0.006241358
1992/11/23,410.390015,410.390015,0.022294771
1992/11/24,440.040009,440.040009,0.072248332
1992/11/25,571.630005,571.630005,0.299040981
1992/11/26,562.01001,562.01001,-0.016829059
1992/11/27,637.669983,637.669983,0.134623889
1992/11/30,724.599976,724.599976,0.136324424
1992/12/1,716.73999,716.73999,-0.010847345
1992/12/2,722.200012,722.200012,0.007617856
1992/12/3,808.200012,808.200012,0.119080585
1992/12/4,807.02002,807.02002,-0.001460025
1992/12/7,793.25,793.25,-0.017062799
1992/12/8,753.940002,753.940002,-0.049555623
1992/12/9,676.450012,676.450012,-0.102780049
1992/12/10,625.22998,625.22998,-0.075718872
1992/12/11,722.280029,722.280029,0.155222961
1992/12/14,705.070007,705.070007,-0.023827354
1992/12/15,682.23999,682.23999,-0.032379788
1992/12/16,685.820007,685.820007,0.005247445
1992/12/17,707.820007,707.820007,0.032078388
1992/12/18,698.130005,698.130005,-0.013689924
1992/12/21,731.679993,731.679993,0.048056935
1992/12/22,725.780029,725.780029,-0.008063585
1992/12/23,732.049988,732.049988,0.008638925
1992/12/24,758.590027,758.590027,0.036254408
1992/12/25,764.280029,764.280029,0.00750076
1992/12/28,757.309998,757.309998,-0.009119735
1992/12/29,768.909973,768.909973,0.01531734
1992/12/30,767.52002,767.52002,-0.001807693
1992/12/31,780.390015,780.390015,0.016768286
1993/1/1,null,null,#VALUE!
1993/1/4,814.039978,814.039978,#VALUE!
1993/1/5,858.719971,858.719971,0.054886731
1993/1/6,847.440002,847.440002,-0.013135794
1993/1/7,868.969971,868.969971,0.025405892
1993/1/8,889.469971,889.469971,0.023591149
1993/1/11,977.419983,977.419983,0.098879124
1993/1/12,987.26001,987.26001,0.010067348
1993/1/13,1024.050049,1024.050049,0.037264792
1993/1/14,1086.430054,1086.430054,0.060914996
1993/1/15,1063.76001,1063.76001,-0.020866547
1993/1/18,1055.319946,1055.319946,-0.007934181
1993/1/19,991.830017,991.830017,-0.060161782
1993/1/20,1043.310059,1043.310059,0.051904098
1993/1/21,1074.26001,1074.26001,0.029665152
1993/1/22,1100.310059,1100.310059,0.024249296
1993/1/25,1100.310059,1100.310059,0
1993/1/26,1100.310059,1100.310059,0
1993/1/27,1162.439941,1162.439941,0.056465795
1993/1/28,1150.369995,1150.369995,-0.010383286
1993/1/29,1198.47998,1198.47998,0.041821314
1993/2/1,1278.5,1278.5,0.066767924
1993/2/2,1310.579956,1310.579956,0.02509187
1993/2/3,1300.560059,1300.560059,-0.007645392
1993/2/4,1371.579956,1371.579956,0.054607164
1993/2/5,1332.959961,1332.959961,-0.028157305
1993/2/8,1393.170044,1393.170044,0.045170211
1993/2/9,1474.920044,1474.920044,0.058679126
1993/2/10,1454.459961,1454.459961,-0.013871995
1993/2/11,1397.380005,1397.380005,-0.039244776
1993/2/12,1458.76001,1458.76001,0.043925063
1993/2/15,1536.819946,1536.819946,0.053511157
1993/2/16,1513.47998,1513.47998,-0.015187183
1993/2/17,1504,1504,-0.006263697
1993/2/18,1508.219971,1508.219971,0.002805832
1993/2/19,1499.73999,1499.73999,-0.005622509
1993/2/22,1456.290039,1456.290039,-0.028971656
1993/2/23,1367.359985,1367.359985,-0.061066169
1993/2/24,1264.959961,1264.959961,-0.074888855
1993/2/25,1410.359985,1410.359985,0.114944369
1993/2/26,1339.880005,1339.880005,-0.049973043
1993/3/1,1199.72998,1199.72998,-0.104598938
1993/3/2,1245.109985,1245.109985,0.037825182
1993/3/3,1231.77002,1231.77002,-0.010713885
1993/3/4,1159.130005,1159.130005,-0.05897206
1993/3/5,1109.540039,1109.540039,-0.042782057
1993/3/8,1209.650024,1209.650024,0.090226564
1993/3/9,1137.790039,1137.790039,-0.0594056
1993/3/10,1188.969971,1188.969971,0.044981877
1993/3/11,1261.800049,1261.800049,0.061254767
1993/3/12,1236.369995,1236.369995,-0.020153791
1993/3/15,1171.72998,1171.72998,-0.052282096
1993/3/16,1222.550049,1222.550049,0.043371826
1993/3/17,1202.849976,1202.849976,-0.016113919
1993/3/18,1184.47998,1184.47998,-0.015272059
1993/3/19,1174.98999,1174.98999,-0.008011946
1993/3/22,1036.920044,1036.920044,-0.117507338
1993/3/23,971.25,971.25,-0.06333183
1993/3/24,956.969971,956.969971,-0.014702733
1993/3/25,945.419983,945.419983,-0.012069332
1993/3/26,1039.76001,1039.76001,0.099786369
1993/3/29,970.450012,970.450012,-0.066659611
1993/3/30,958.049988,958.049988,-0.012777602
